,Amount missing,Persentage missing
"SRS,SRS_34",2,0.11344299489506524
"SCARED_P,SCARED_P_27",2,0.11344299489506524
"SRS,SRS_41",2,0.11344299489506524
"SRS,SRS_42",2,0.11344299489506524
"SRS,SRS_43",2,0.11344299489506524
"PCIAT,PCIAT_06",2,0.11344299489506524
"SRS,SRS_52",2,0.11344299489506524
"SRS,SRS_54",2,0.11344299489506524
"SRS,SRS_60",2,0.11344299489506524
"SCARED_P,SCARED_P_26",2,0.11344299489506524
"CBCL,CBCL_43",2,0.11344299489506524
"IAT,IAT_02",2,0.11344299489506524
"ASSQ,ASSQ_18",2,0.11344299489506524
"SCQ,SCQ_21",2,0.11344299489506524
"ESWAN,SocAnx_04A",2,0.11344299489506524
"ESWAN,SocAnx_04B",2,0.11344299489506524
"SWAN,SWAN_02",2,0.11344299489506524
"MFQ_P,MFQ_P_18",2,0.11344299489506524
"SWAN,SWAN_04",2,0.11344299489506524
"SWAN,SWAN_07",2,0.11344299489506524
"MFQ_P,MFQ_P_04",2,0.11344299489506524
"SCARED_P,SCARED_P_40",2,0.11344299489506524
"MFQ_P,MFQ_P_02",2,0.11344299489506524
"SCQ,SCQ_09",2,0.11344299489506524
"CBCL,CBCL_101",2,0.11344299489506524
"DTS,DTS_08",2,0.11344299489506524
"SCARED_P,SCARED_P_41",2,0.11344299489506524
"DTS,DTS_05",2,0.11344299489506524
"CBCL,CBCL_104",2,0.11344299489506524
"SCQ,SCQ_22",2,0.11344299489506524
"SCQ,SCQ_23",2,0.11344299489506524
"MFQ_P,MFQ_P_24",2,0.11344299489506524
"SCQ,SCQ_24",2,0.11344299489506524
"ASSQ,ASSQ_14",2,0.11344299489506524
"ESWAN,DMDD_3A",2,0.11344299489506524
"ASSQ,ASSQ_02",2,0.11344299489506524
"ASSQ,ASSQ_01",2,0.11344299489506524
"ESWAN,MDD_1A",2,0.11344299489506524
"ESWAN,MDD_2A",2,0.11344299489506524
"ESWAN,MDD_3A",2,0.11344299489506524
"ESWAN,DMDD_2A",2,0.11344299489506524
"ICU_P,ICU_P_06",2,0.11344299489506524
"ICU_P,ICU_P_05",2,0.11344299489506524
"ICU_P,ICU_P_04",2,0.11344299489506524
"ICU_P,ICU_P_02",2,0.11344299489506524
"ESWAN,DMDD_1C",2,0.11344299489506524
"SCQ,SCQ_32",2,0.11344299489506524
"SympChck,CSC_03C",2,0.11344299489506524
"DTS,DTS_04",2,0.11344299489506524
"SCQ,SCQ_14",2,0.11344299489506524
"SympChck,CSC_21C",2,0.11344299489506524
"SympChck,CSC_10C",2,0.11344299489506524
"SympChck,CSC_51C",2,0.11344299489506524
"CBCL,CBCL_18",2,0.11344299489506524
"CBCL,CBCL_17",2,0.11344299489506524
"SympChck,CSC_34C",2,0.11344299489506524
"CBCL,CBCL_13",2,0.11344299489506524
"SympChck,CSC_31C",2,0.11344299489506524
"SympChck,CSC_29C",2,0.11344299489506524
"SCARED_P,SCARED_P_32",2,0.11344299489506524
"SympChck,CSC_22C",2,0.11344299489506524
"SympChck,CSC_55eC",2,0.11344299489506524
"SympChck,CSC_14C",2,0.11344299489506524
"SympChck,CSC_55fC",2,0.11344299489506524
"SympChck,CSC_13C",2,0.11344299489506524
"ASSQ,ASSQ_15",2,0.11344299489506524
"SympChck,CSC_06C",2,0.11344299489506524
"DTS,DTS_03",2,0.11344299489506524
"WHODAS_SR,WHODAS_SR_09",1,0.05672149744753262
"ARI_P,ARI_P_03",1,0.05672149744753262
"PCIAT,PCIAT_02",1,0.05672149744753262
"RBS,RBS_35",1,0.05672149744753262
"PCIAT,PCIAT_01",1,0.05672149744753262
"RBS,RBS_33",1,0.05672149744753262
"RBS,RBS_03",1,0.05672149744753262
"WHODAS_SR,WHODAS_SR_01",1,0.05672149744753262
"ESWAN,DMDD_2B",1,0.05672149744753262
"ESWAN,DMDD_1B",1,0.05672149744753262
"ESWAN,DMDD_1A",1,0.05672149744753262
"MFQ_P,MFQ_P_34",1,0.05672149744753262
"RBS,RBS_11",1,0.05672149744753262
"MFQ_P,MFQ_P_28",1,0.05672149744753262
"SRS,SRS_61",1,0.05672149744753262
"RBS,RBS_36",1,0.05672149744753262
"SympChck,CSC_04C",1,0.05672149744753262
"SRS,SRS_55",1,0.05672149744753262
"SympChck,CSC_49C",1,0.05672149744753262
"ASSQ,ASSQ_20",1,0.05672149744753262
"ASSQ,ASSQ_21",1,0.05672149744753262
"ESWAN,DMDD_3B",1,0.05672149744753262
"SRS,SRS_53",1,0.05672149744753262
"RBS,RBS_41",1,0.05672149744753262
"SRS,SRS_56",1,0.05672149744753262
"SRS,SRS_59",1,0.05672149744753262
"ASSQ,ASSQ_26",1,0.05672149744753262
"RBS,RBS_40",1,0.05672149744753262
"IAT,IAT_07",1,0.05672149744753262
"SympChck,CSC_40C",1,0.05672149744753262
"SRS,SRS_58",1,0.05672149744753262
"RBS,RBS_37",1,0.05672149744753262
"MFQ_P,MFQ_P_27",1,0.05672149744753262
"SympChck,CSC_07C",1,0.05672149744753262
"MFQ_P,MFQ_P_25",1,0.05672149744753262
"WHODAS_P,WHODAS_P_03",1,0.05672149744753262
"MFQ_P,MFQ_P_14",1,0.05672149744753262
"MFQ_P,MFQ_P_07",1,0.05672149744753262
"MFQ_P,MFQ_P_06",1,0.05672149744753262
"WHODAS_P,WHODAS_P_06",1,0.05672149744753262
"DTS,DTS_12",1,0.05672149744753262
"WHODAS_P,WHODAS_P_04",1,0.05672149744753262
"MFQ_P,MFQ_P_05",1,0.05672149744753262
"SympChck,CSC_25C",1,0.05672149744753262
"RBS,RBS_17",1,0.05672149744753262
"WHODAS_SR,WHODAS_SR_08",1,0.05672149744753262
"SympChck,CSC_09C",1,0.05672149744753262
"CIS_P,CIS_P_07",1,0.05672149744753262
"MFQ_P,MFQ_P_01",1,0.05672149744753262
"SDQ,SDQ_21",1,0.05672149744753262
"MFQ_P,MFQ_P_17",1,0.05672149744753262
"DTS,DTS_11",1,0.05672149744753262
"SDQ,SDQ_09",1,0.05672149744753262
"CIS_P,CIS_P_06",1,0.05672149744753262
"SDQ,SDQ_07",1,0.05672149744753262
"WHODAS_P,WHODAS_P_10",1,0.05672149744753262
"WHODAS_SR,WHODAS_SR_06",1,0.05672149744753262
"MFQ_P,MFQ_P_20",1,0.05672149744753262
"DTS,DTS_10",1,0.05672149744753262
"CIS_P,CIS_P_04",1,0.05672149744753262
"MFQ_P,MFQ_P_21",1,0.05672149744753262
"RBS,RBS_05",1,0.05672149744753262
"MFQ_P,MFQ_P_22",1,0.05672149744753262
"MFQ_P,MFQ_P_23",1,0.05672149744753262
"WHODAS_SR,WHODAS_SR_04",1,0.05672149744753262
"DTS,DTS_09",1,0.05672149744753262
"SDQ,SDQ_01",1,0.05672149744753262
"RBS,RBS_07",1,0.05672149744753262
"CBCL,CBCL_27",1,0.05672149744753262
"ASSQ,ASSQ_13",1,0.05672149744753262
"SCARED_P,SCARED_P_08",1,0.05672149744753262
"CBCL,CBCL_56G",1,0.05672149744753262
"SCARED_P,SCARED_P_13",1,0.05672149744753262
"CBCL,CBCL_108",1,0.05672149744753262
"CBCL,CBCL_107",1,0.05672149744753262
"SCARED_P,SCARED_P_12",1,0.05672149744753262
"CBCL,CBCL_61",1,0.05672149744753262
"CBCL,CBCL_106",1,0.05672149744753262
"CBCL,CBCL_63",1,0.05672149744753262
"CBCL,CBCL_64",1,0.05672149744753262
"SCARED_P,SCARED_P_05",1,0.05672149744753262
"CBCL,CBCL_08",1,0.05672149744753262
"CBCL,CBCL_71",1,0.05672149744753262
"CBCL,CBCL_72",1,0.05672149744753262
"SCARED_P,SCARED_P_01",1,0.05672149744753262
"CBCL,CBCL_102",1,0.05672149744753262
"CIS_SR,CIS_SR_11",1,0.05672149744753262
"CBCL,CBCL_78",1,0.05672149744753262
"SCARED_P,SCARED_P_PN",1,0.05672149744753262
"SCQ,SCQ_01",1,0.05672149744753262
"CBCL,CBCL_81",1,0.05672149744753262
"CBCL,CBCL_11",1,0.05672149744753262
"CBCL,CBCL_110",1,0.05672149744753262
"SCARED_P,SCARED_P_39",1,0.05672149744753262
"SCARED_P,SCARED_P_14",1,0.05672149744753262
"CBCL,CBCL_31",1,0.05672149744753262
"SCARED_P,SCARED_P_24",1,0.05672149744753262
"SCARED_P,SCARED_P_28",1,0.05672149744753262
"CBCL,CBCL_23",1,0.05672149744753262
"CBCL,CBCL_22",1,0.05672149744753262
"CBCL,CBCL_38",1,0.05672149744753262
"CBCL,CBCL_20",1,0.05672149744753262
"SCARED_P,SCARED_P_23",1,0.05672149744753262
"SCARED_P,SCARED_P_22",1,0.05672149744753262
"CBCL,CBCL_19",1,0.05672149744753262
"CBCL,CBCL_14",1,0.05672149744753262
"CBCL,CBCL_47",1,0.05672149744753262
"CBCL,CBCL_12",1,0.05672149744753262
"SCARED_P,SCARED_P_19",1,0.05672149744753262
"SCARED_P,SCARED_P_33",1,0.05672149744753262
"CBCL,CBCL_52",1,0.05672149744753262
"SCARED_P,SCARED_P_16",1,0.05672149744753262
"CBCL,CBCL_54",1,0.05672149744753262
"SCARED_P,SCARED_P_37",1,0.05672149744753262
"SCQ,SCQ_08",1,0.05672149744753262
"CIS_SR,CIS_SR_08",1,0.05672149744753262
"SRS,SRS_45",1,0.05672149744753262
"SRS,SRS_29",1,0.05672149744753262
"SCQ,SCQ_25",1,0.05672149744753262
"SCQ,SCQ_30",1,0.05672149744753262
"SCQ,SCQ_31",1,0.05672149744753262
"SRS,SRS_18",1,0.05672149744753262
"SCQ,SCQ_33",1,0.05672149744753262
"SCQ,SCQ_40",1,0.05672149744753262
"ICU_P,ICU_P_01",1,0.05672149744753262
"SRS,SRS_27",1,0.05672149744753262
"ICU_P,ICU_P_08",1,0.05672149744753262
"ICU_P,ICU_P_09",1,0.05672149744753262
"CBCL,CBCL_07",1,0.05672149744753262
"SRS,SRS_31",1,0.05672149744753262
"CBCL,CBCL_26",1,0.05672149744753262
"SRS,SRS_35",1,0.05672149744753262
"ASSQ,ASSQ_06",1,0.05672149744753262
"SRS,SRS_40",1,0.05672149744753262
"ASSQ,ASSQ_07",1,0.05672149744753262
"ASSQ,ASSQ_08",1,0.05672149744753262
"ASSQ,ASSQ_09",1,0.05672149744753262
"ASSQ,ASSQ_11",1,0.05672149744753262
"SRS,SRS_11",1,0.05672149744753262
"SRS,SRS_09",1,0.05672149744753262
"SRS,SRS_07",1,0.05672149744753262
"SRS,SRS_04",1,0.05672149744753262
"CBCL,CBCL_06",1,0.05672149744753262
"CBCL,CBCL_04",1,0.05672149744753262
"SCQ,SCQ_11",1,0.05672149744753262
"SCQ,SCQ_12",1,0.05672149744753262
"SCQ,SCQ_20",1,0.05672149744753262
"SWAN,SWAN_09",1,0.05672149744753262
"SWAN,SWAN_08",1,0.05672149744753262
"SWAN,SWAN_06",1,0.05672149744753262
"PCIAT,PCIAT_11",1,0.05672149744753262
"CBCL,CBCL_AB_T",1,0.05672149744753262
"CBCL,CBCL_AD_T",1,0.05672149744753262
"CBCL,CBCL_AP_T",1,0.05672149744753262
"CBCL,CBCL_Int_T",1,0.05672149744753262
"CBCL,CBCL_RBB",1,0.05672149744753262
"SWAN,SWAN_03",1,0.05672149744753262
"CBCL,CBCL_SC",1,0.05672149744753262
"CBCL,CBCL_SP_T",1,0.05672149744753262
"CBCL,CBCL_WD_T",1,0.05672149744753262
"SRS,SRS_03",1,0.05672149744753262
"SRS,SRS_33",1,0.05672149744753262
