,Amount missing,Persentage missing
"ASSQ,ASSQ_08",1,0.069
"ASSQ,ASSQ_09",1,0.069
"SAS,SAS_03",1,0.069
"APQ_SR,APQ_SR_06",1,0.069
"APQ_SR,APQ_SR_08",1,0.069
"RBS,RBS_07",1,0.069
"APQ_P,APQ_P_01",1,0.069
"RBS,RBS_05",1,0.069
"APQ_SR,APQ_SR_39",1,0.069
"APQ_SR,APQ_SR_35",1,0.069
"APQ_P,APQ_P_02",1,0.069
"APQ_SR,APQ_SR_31",1,0.069
"APQ_P,APQ_P_03",1,0.069
"APQ_P,APQ_P_09",1,0.069
"APQ_SR,APQ_SR_27",1,0.069
"APQ_P,APQ_P_11",1,0.069
"APQ_P,APQ_P_12",1,0.069
"RBS,RBS_11",1,0.069
"RBS,RBS_14",1,0.069
"ASSQ,ASSQ_26",1,0.069
"ASSQ,ASSQ_11",1,0.069
"RBS,RBS_37",1,0.069
"APQ_P,APQ_P_29",1,0.069
"RBS,RBS_36",1,0.069
"RBS,RBS_35",1,0.069
"APQ_P,APQ_P_32",1,0.069
"APQ_P,APQ_P_35",1,0.069
"APQ_P,APQ_P_38",1,0.069
"RBS,RBS_17",1,0.069
"ASSQ,ASSQ_13",1,0.069
"RBS,RBS_33",1,0.069
"ASSQ,ASSQ_19",1,0.069
"APQ_P,APQ_P_40",1,0.069
"APQ_P,APQ_P_14",1,0.069
"ASSQ,ASSQ_21",1,0.069
"CBCL,CBCL_04",1,0.069
"SCQ,SCQ_01",1,0.069
"DTS,DTS_12",1,0.069
"SCARED_P,SCARED_P_19",1,0.069
"SCARED_P,SCARED_P_37",1,0.069
"SCARED_P,SCARED_P_33",1,0.069
"SCARED_P,SCARED_P_32",1,0.069
"SCARED_P,SCARED_P_28",1,0.069
"SCARED_P,SCARED_P_24",1,0.069
"SCARED_P,SCARED_P_22",1,0.069
"SCARED_P,SCARED_P_20",1,0.069
"SCARED_P,SCARED_P_16",1,0.069
"CIS_P,CIS_P_04",1,0.069
"SCARED_P,SCARED_P_14",1,0.069
"SCARED_P,SCARED_P_13",1,0.069
"SCARED_P,SCARED_P_12",1,0.069
"SCARED_P,SCARED_P_08",1,0.069
"SCARED_P,SCARED_P_05",1,0.069
"SCARED_P,SCARED_P_01",1,0.069
"CIS_P,CIS_P_07",1,0.069
"SCARED_P,SCARED_P_39",1,0.069
"SCARED_P,SCARED_P_40",1,0.069
"SCARED_P,SCARED_P_41",1,0.069
"SCARED_P,SCARED_P_PN",1,0.069
"PCIAT,PCIAT_01",1,0.069
"IAT,IAT_12",1,0.069
"CIS_SR,CIS_SR_11",1,0.069
"CIS_SR,CIS_SR_10",1,0.069
"CIS_SR,CIS_SR_08",1,0.069
"CIS_SR,CIS_SR_04",1,0.069
"WHODAS_SR,WHODAS_SR_09",1,0.069
"WHODAS_SR,WHODAS_SR_08",1,0.069
"WHODAS_SR,WHODAS_SR_06",1,0.069
"WHODAS_SR,WHODAS_SR_04",1,0.069
"WHODAS_SR,WHODAS_SR_02",1,0.069
"WHODAS_SR,WHODAS_SR_01",1,0.069
"WHODAS_P,WHODAS_P_10",1,0.069
"WHODAS_P,WHODAS_P_04",1,0.069
"WHODAS_P,WHODAS_P_03",1,0.069
"CIS_P,CIS_P_06",1,0.069
"CBCL,CBCL_WD_T",1,0.069
"DTS,DTS_11",1,0.069
"CBCL,CBCL_14",1,0.069
"CBCL,CBCL_27",1,0.069
"CBCL,CBCL_26",1,0.069
"CBCL,CBCL_25",1,0.069
"CBCL,CBCL_23",1,0.069
"CBCL,CBCL_22",1,0.069
"CBCL,CBCL_20",1,0.069
"CBCL,CBCL_19",1,0.069
"CBCL,CBCL_12",1,0.069
"CBCL,CBCL_SP_T",1,0.069
"CBCL,CBCL_110",1,0.069
"CBCL,CBCL_11",1,0.069
"CBCL,CBCL_108",1,0.069
"CBCL,CBCL_107",1,0.069
"CBCL,CBCL_106",1,0.069
"CBCL,CBCL_08",1,0.069
"CBCL,CBCL_07",1,0.069
"CBCL,CBCL_31",1,0.069
"CBCL,CBCL_33",1,0.069
"CBCL,CBCL_38",1,0.069
"CBCL,CBCL_42",1,0.069
"CBCL,CBCL_SC",1,0.069
"CBCL,CBCL_RBB",1,0.069
"CBCL,CBCL_Int_T",1,0.069
"CBCL,CBCL_AP_T",1,0.069
"CBCL,CBCL_AD_T",1,0.069
"CBCL,CBCL_AB_T",1,0.069
"CBCL,CBCL_81",1,0.069
"CBCL,CBCL_78",1,0.069
"CBCL,CBCL_72",1,0.069
"CBCL,CBCL_71",1,0.069
"CBCL,CBCL_64",1,0.069
"CBCL,CBCL_56G",1,0.069
"CBCL,CBCL_54",1,0.069
"CBCL,CBCL_52",1,0.069
"CBCL,CBCL_47",1,0.069
"PCIAT,PCIAT_02",1,0.069
"PCIAT,PCIAT_11",1,0.069
"SWAN,SWAN_03",1,0.069
"SRS,SRS_13",1,0.069
"SRS,SRS_35",1,0.069
"SRS,SRS_33",1,0.069
"SRS,SRS_31",1,0.069
"SRS,SRS_29",1,0.069
"SRS,SRS_28",1,0.069
"SRS,SRS_27",1,0.069
"SRS,SRS_18",1,0.069
"SRS,SRS_11",1,0.069
"SWAN,SWAN_06",1,0.069
"SRS,SRS_09",1,0.069
"SRS,SRS_07",1,0.069
"SRS,SRS_04",1,0.069
"SRS,SRS_03",1,0.069
"SympChck,CSC_49C",1,0.069
"SympChck,CSC_40C",1,0.069
"SympChck,CSC_25C",1,0.069
"SRS,SRS_36",1,0.069
"SRS,SRS_40",1,0.069
"SRS,SRS_41",1,0.069
"SRS,SRS_45",1,0.069
"DTS,DTS_10",1,0.069
"DTS,DTS_09",1,0.069
"DTS,DTS_03",1,0.069
"SDQ,SDQ_21",1,0.069
"SDQ,SDQ_18",1,0.069
"SDQ,SDQ_05",1,0.069
"SDQ,SDQ_03",1,0.069
"SDQ,SDQ_01",1,0.069
"SRS,SRS_61",1,0.069
"SRS,SRS_60",1,0.069
"SRS,SRS_59",1,0.069
"SRS,SRS_58",1,0.069
"SRS,SRS_56",1,0.069
"SRS,SRS_55",1,0.069
"SRS,SRS_53",1,0.069
"SympChck,CSC_14C",1,0.069
"SympChck,CSC_13C",1,0.069
"SympChck,CSC_09C",1,0.069
"ESWAN,DMDD_1B",1,0.069
"MFQ_P,MFQ_P_34",1,0.069
"MFQ_P,MFQ_P_28",1,0.069
"MFQ_P,MFQ_P_27",1,0.069
"MFQ_P,MFQ_P_25",1,0.069
"MFQ_P,MFQ_P_23",1,0.069
"MFQ_P,MFQ_P_22",1,0.069
"MFQ_P,MFQ_P_21",1,0.069
"MFQ_P,MFQ_P_17",1,0.069
"MFQ_P,MFQ_P_14",1,0.069
"MFQ_P,MFQ_P_07",1,0.069
"MFQ_P,MFQ_P_06",1,0.069
"MFQ_P,MFQ_P_05",1,0.069
"MFQ_P,MFQ_P_04",1,0.069
"SWAN,SWAN_09",1,0.069
"SWAN,SWAN_08",1,0.069
"ESWAN,DMDD_1A",1,0.069
"ESWAN,DMDD_2B",1,0.069
"SympChck,CSC_07C",1,0.069
"CBCL,CBCL_06",1,0.069
"SympChck,CSC_04C",1,0.069
"SympChck,CSC_01C",1,0.069
"ICU_P,ICU_P_12",1,0.069
"ICU_P,ICU_P_06",1,0.069
"ICU_P,ICU_P_05",1,0.069
"ICU_P,ICU_P_04",1,0.069
"ICU_P,ICU_P_02",1,0.069
"SCQ,SCQ_40",1,0.069
"SCQ,SCQ_31",1,0.069
"SCQ,SCQ_30",1,0.069
"SCQ,SCQ_25",1,0.069
"SCQ,SCQ_20",1,0.069
"SCQ,SCQ_12",1,0.069
"SCQ,SCQ_11",1,0.069
"SCQ,SCQ_08",1,0.069
"PSI,PSI_Total_T",1,0.069
